141,88,141,88,141,88,141,88,141,88,141,88,194,136,194,136,194,136,194,136,109,225,109,225,109,225,108,90,108,90,108,90,108,90,108,90,143,76,143,76,
149,114,141,88,141,88,149,114,149,114,141,88,194,136,194,136,168,136,194,136,122,185,109,225,123,184,108,90,135,107,108,90,108,90,108,90,149,114,149,114,
149,114,141,88,141,88,149,114,149,114,141,88,194,136,194,136,168,136,194,136,143,152,109,225,143,150,108,90,146,117,108,90,108,90,108,90,149,114,149,114,
149,114,141,88,141,88,149,114,149,114,141,88,194,136,194,136,168,136,194,136,145,143,109,225,145,143,108,90,146,117,108,90,108,90,108,90,149,114,149,114,
149,114,141,88,141,88,149,114,149,114,141,88,194,136,194,136,168,136,194,136,145,143,109,225,145,143,108,90,146,117,108,90,108,90,108,90,149,114,149,114,
149,114,141,88,141,88,149,114,149,114,141,88,194,136,194,136,168,136,194,136,145,143,109,225,145,143,108,90,146,117,108,90,108,90,108,90,149,114,149,114,
149,114,141,88,141,88,149,114,149,114,141,88,194,136,194,136,168,136,194,136,145,143,109,225,145,143,108,90,146,117,108,90,108,90,108,90,149,114,149,114,
149,114,145,96,147,109,149,114,149,114,145,109,173,132,173,132,168,136,177,133,145,143,120,195,145,143,125,95,146,117,133,99,115,93,124,95,149,114,149,114,
149,114,145,88,145,90,149,114,149,114,142,87,181,131,173,133,168,136,168,136,145,143,147,166,145,143,139,107,146,117,133,101,148,112,140,107,149,114,149,114,
149,114,147,111,145,94,149,114,149,114,145,106,189,132,180,131,168,136,168,136,145,143,139,172,145,143,107,89,146,117,112,93,111,93,107,90,149,114,149,114,
149,114,141,86,145,107,149,114,149,114,145,94,168,136,188,132,168,136,168,136,145,143,112,203,145,143,142,107,146,117,145,116,135,100,142,106,149,114,149,114,
149,114,146,103,141,88,149,114,149,114,145,90,168,136,193,136,168,136,168,136,145,143,112,199,145,143,122,95,146,117,146,117,132,99,123,95,149,114,149,114,
149,114,147,97,146,107,149,114,149,114,147,109,168,136,189,137,168,136,168,136,145,143,141,172,145,143,123,95,146,117,146,117,113,93,122,95,149,114,149,114,
149,114,145,87,145,93,149,114,149,114,141,87,168,136,183,134,168,136,168,136,145,143,147,166,145,143,140,108,146,117,146,117,149,113,146,117,149,114,149,114,
149,114,148,113,149,114,149,114,149,114,145,105,168,136,175,133,168,136,168,136,145,143,118,195,145,143,107,91,146,117,146,117,114,94,146,117,149,114,149,114,
149,114,143,85,149,114,149,114,149,114,145,93,168,136,173,132,168,136,168,136,145,143,112,211,145,143,141,106,146,117,146,117,130,99,146,117,149,114,149,114,
149,114,146,100,149,114,149,114,149,114,145,91,168,136,176,133,168,136,168,136,145,143,134,179,145,143,124,95,146,117,146,117,134,103,146,117,149,114,149,114,
149,114,147,100,149,114,149,114,149,114,145,109,168,136,183,131,168,136,168,136,145,143,151,158,145,143,121,95,146,117,146,117,111,93,146,117,149,114,149,114,
149,114,144,85,149,114,149,114,149,114,142,87,168,136,191,135,168,136,168,136,145,143,121,188,145,143,141,109,146,117,146,117,147,111,146,117,149,114,149,114,
149,114,149,113,149,114,149,114,149,114,145,106,168,136,192,137,168,136,168,136,145,143,109,225,145,143,106,92,146,117,146,117,116,92,146,117,149,114,149,114,
149,114,141,88,149,114,149,114,149,114,141,88,168,136,194,136,168,136,168,136,145,143,109,225,145,143,108,90,146,117,146,117,108,90,146,117,149,114,149,114,
149,114,141,88,149,114,149,114,149,114,141,88,168,136,194,136,168,136,168,136,145,143,109,225,145,143,108,90,146,117,146,117,108,90,146,117,149,114,149,114,
149,114,141,88,149,114,149,114,149,114,141,88,168,136,194,136,168,136,168,136,145,143,109,225,145,143,108,90,146,117,146,117,108,90,146,117,149,114,149,114,
149,114,141,88,149,114,149,114,149,114,141,88,168,136,194,136,168,136,168,136,145,143,109,225,145,143,108,90,146,117,146,117,108,90,146,117,149,114,149,114,
149,114,141,88,149,114,149,114,149,114,141,88,168,136,194,136,168,136,168,136,145,143,109,225,145,143,108,90,146,117,146,117,108,90,146,117,149,114,149,114,
149,114,141,88,149,114,149,114,149,114,141,88,168,136,194,136,168,136,168,136,145,143,109,225,145,143,108,90,146,117,146,117,108,90,146,117,149,114,149,114,
